line	baselineClassification	classification	logical	remaining	steps	patterns	givens	stalledGrid	image	incorrectStep	incorrectElimination	incorrectCandidateLoss
263	Unique	Unique	true	0	69	LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,HiddenPair,HiddenSingle,NakedSingle	...9...612.7...3.....8....54.9....5.....5...9.7.6..........314.3.......6.1...2...	834925761257146398961837425489271653126354879573698214798563142342719586615482937	-	-	-	-
264	Unique	Unique	true	0	73	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedSingle	...3..18..26.........5......47.2.......1..3......7........64.2.9.....5..1........	475392186826417935319586247547823619698145372231679458753964821982731564164258793	-	-	-	-
265	Unique	Unique	true	0	61	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedSingle	.....7.95.....1...86..2.....2..73..85......6...3..49..3.5...41724................	132467895957381246864529731429673158578912364613854972385296417241735689796148523	-	-	-	-
266	Unique	Unique	false	50	16	HiddenSingle,LockedCandidatesPointing,NakedPair,NakedTriple,NakedSingle,NakedQuad	.237....68...6.59.9.....7......4.97.3.7.96..2.........5..47.........2....8.......	.23759..687.26.59.9.....72.....4.97.3.7.96..2....27...5..47.........2....8...5...	failures/top1465-0266.png	-	-	-
267	Unique	Unique	true	0	71	HiddenSingle,LockedCandidatesPointing,NakedSingle	24....6......9...8......7..419...5.....3.2......4.....3......4.6..7............1.	248175693573694128196238754419867532865312479732459861357981246621743985984526317	-	-	-	-
268	Unique	Unique	false	55	4	HiddenSingle,LockedCandidatesPointing	....62.9...9.....52.....4.1...8..1.6.9.5...7.1...3......76....83...2.6...1...3...	..1.62.9...9.....52.....4.1...8..1.6.9.5...7.1..23......76....83...2.6...1...3...	failures/top1465-0268.png	-	-	-
269	Unique	Unique	false	53	14	HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,NakedSingle,NakedQuad	38.6.......9.......2..3.51......5....3..1..6....4......17.5..8.......9.......7.32	3856.1...1.95......2..3.51......5....3..1..6....4......17.5..8...31..9.......7132	failures/top1465-0269.png	-	-	-
270	Unique	Unique	false	55	9	HiddenSingle,LockedCandidatesPointing	49..6..53.......7.1.6............2..9....4.1...7..5.8..3.7.8....1..9........2.4..	492.67.53.......7.176........1...2..9....4.1...7..5.8..3.7.8....1..9........2.4..	failures/top1465-0270.png	-	-	-
271	Unique	Unique	false	39	27	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedQuad,NakedSingle	.2.4....94..18.......36..5......63..3..94.5.......8.1........4.8.2......96......7	1234....9456189..37..3624512....63.83..94.5..6.5238.145......4.8.2.....596......7	failures/top1465-0271.png	-	-	-
272	Unique	Unique	false	48	22	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle,NakedPair,FinnedXWing,UniqueRectangle	...5...........5.697.....2...48.2...25.1...3..8..3.........4.7..13.5..9..2...31..	...52..4..423..5.6975....2...48.2...25.1...3..8..35.6.....14.7..13.5..9..2...31..	failures/top1465-0272.png	-	-	-
273	Unique	Unique	false	57	2	HiddenSingle,LockedCandidatesPointing	6....38......2...7..95.....96.18....7.........8.....49.........3.2.95...1..6..2.5	6....38......2...7..95.....96.18....7.........8.....49..6......3.2.95...1..6..2.5	failures/top1465-0273.png	-	-	-
274	Unique	Unique	false	57	2	HiddenSingle,FinnedXWing	.6.........3..15...9.8...716....2.3....75...4....9...82.1.....6..6.......8.5...4.	16.........3..15...9.8...716....2.3....75...4....9...82.1.....6..6.......8.5...4.	failures/top1465-0274.png	-	-	-
275	Unique	Unique	true	0	74	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle,ClaimingBoxLineReduction,NakedPair	...2.5......1..7...3......45.17............83....6....1.....25.....4.8...6.......	417295638698134725235678914581723496726459183943861572174386259352947861869512347	-	-	-	-
276	Unique	Unique	false	56	10	HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,NakedQuad,Swordfish	12.....8.4.......2..9..35.....9.8....7..2..5...1..42......65..7.......61..83.....	12.....8.4.......2..92.35.....9.8....7..2..5...1..42......65..7.......61..83....5	failures/top1465-0276.png	-	-	-
277	Unique	Unique	true	0	82	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedQuad,NakedSingle,NakedPair	.26..4.......3..8........7..97...5.....28.......1..........56.93.....4..1........	726814395951736284483592176897463521514287963632159847248375619379621458165948732	-	-	-	-
278	Unique	Unique	false	53	8	NakedTriple,NakedQuad,NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,FinnedXWing	...9...86......5......5...1.2......47.85...9.4..36....2....3....4.69..7.67..1.4..	...9...86......5......5...1.26.....47.85..69.4..36....2....3.6..4.69..7.67..1.4..	failures/top1465-0278.png	-	-	-
279	Unique	Unique	false	56	7	HiddenSingle,LockedCandidatesPointing,HiddenPair,FinnedXWing,FinnedSwordfish	..3.4..1....192......3....7..4.6....5...34..2.8.9.........7...67......58.29....3.	..3.4..1....192......3....7..4.6....5...34..2.8.9.........7...67......58.29...73.	failures/top1465-0279.png	-	-	-
280	Unique	Unique	false	54	9	HiddenSingle,LockedCandidatesPointing,NakedTriple	1...5.......2.1.....3.7..6.........962......7.8593.....3..6..8..7....1..5....4.7.	1...5.......2.1.....3.7..613.......9629.....7.8593..1..3..6..8..7....1..5....4.7.	failures/top1465-0280.png	-	-	-
281	Unique	Unique	false	53	8	NakedSingle,HiddenSingle,ClaimingBoxLineReduction,NakedPair,LockedCandidatesPointing	.6.5.1.9.1...9..539....7....4.8...7.......5.8.817.5.3.....5.2............76..8...	.6.5.1.9.12..9..539....7....4.8...7.......5.8.817.5.3.....5.2.7....7.....76..8...	failures/top1465-0281.png	-	-	-
282	Unique	Unique	true	0	75	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair	2.....9.....3...7....7....69.5.2...........481............1.5...46.......3.8.....	267548931459361872318792456985124367623957148174683295792416583846235719531879624	-	-	-	-
283	Unique	Unique	false	55	20	NakedSingle,LockedCandidatesPointing,HiddenPair,FinnedSwordfish,HiddenSingle,ClaimingBoxLineReduction,NakedTriple,Swordfish	...2.13...7.....9.5........4...9..8.8.....1.....3..2..9...7..5...16..............	6..2.13..17.....9.5........41..9..8.8.....1..7..3182..9..17..5...16.......7......	failures/top1465-0283.png	-	-	-
284	Unique	Unique	false	56	4	HiddenSingle,LockedCandidatesPointing	.47.2....8....1....3....9.2.....5...6..81..5.....4.....7....3.4...9...1.4..27.8..	.47.2....8....1....3....9.2.....5...6..81..5.....4.....7.1..3.4...9.4.1.4..27.8..	failures/top1465-0284.png	-	-	-
285	Unique	Unique	false	57	9	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,NakedPair,NakedQuad	....8...7.......5.9..6.1...2.6..4.9.......1.....9..3.64.8.5....6...7.8....23.....	....8...78......5.9..6.1...2.6..4.9.......1.....9..3.64.8.5....6...7.8....23.8...	failures/top1465-0285.png	-	-	-
286	Unique	Unique	true	0	75	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair	2.....9.....4...7....7....69.5.2...........831............1.5...36.......4.8.....	267538914319462875458791326985123467624957183173684259792316548836245791541879632	-	-	-	-
287	Unique	Unique	false	56	8	ClaimingBoxLineReduction,NakedTriple,NakedSingle,LockedCandidatesPointing,NakedQuad	.27..46..8...9.....5......154.........1.....82...3.91....6...7......2.....28.7.46	.27.846..8...9.....5......154.........1.....82...3.91....6...7......2.....28.7.46	failures/top1465-0287.png	-	-	-
288	Unique	Unique	true	0	73	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedQuad,HiddenPair,NakedSingle	....5......913.8..1.6.2.....9......673.9........4....14.............36........352	348659217279134865156728493591382746734916528682475931423567189815293674967841352	-	-	-	-
289	Unique	Unique	false	55	5	HiddenSingle,LockedCandidatesPointing,FinnedXWing	.52..68.......7.2.......6....48..9..2..41......1.....8..61..38.....9...63..6..1.9	.52..68.......7.2......16....48..9..2..41......1.....8..61..38.....9...63..6..1.9	failures/top1465-0289.png	-	-	-
290	Unique	Unique	true	0	71	HiddenSingle,LockedCandidatesPointing,NakedSingle	1..53..7..48.........2.........681..3.......2.....1....1....4..5..7...........6..	169534278248197536753286914472368195391475862685921743817653429526749381934812657	-	-	-	-
291	Unique	Unique	true	0	76	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle,NakedPair	.98.1....2......6.............3.2.5..84.........6.........4.8.93..5...........1..	498716523257839461136425987971382654684157392523694718765241839319578246842963175	-	-	-	-
292	Unique	Unique	true	0	68	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	.3....2......8........1......7....8..2.5........2..3..1.8....749.....5.......56..	834756291612984735795312846567139482329548167481267359158623974946871523273495618	-	-	-	-
293	Unique	Unique	false	54	15	NakedSingle,LockedCandidatesPointing,HiddenSingle,ClaimingBoxLineReduction,HiddenPair,NakedTriple	.........9......84.623...5....6...453...1...6...9...7....1.....4.5..2....3.8....9	.........9......84.623...51...6...453..41..96...9...7....1....74.57.2....3.8....9	failures/top1465-0293.png	-	-	-
294	Unique	Unique	false	58	16	HiddenSingle,LockedCandidatesPointing,NakedQuad	6.2.5.........4.3..........43...8....1....2........7..5..27...........81...6.....	6.2.5.........4.32.....2...43..28....1....2........7..5..27...........81...68..27	failures/top1465-0294.png	-	-	-
295	Unique	Unique	false	53	12	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedSingle	...8....9.873...4.6..7.......85..97...........43..75.......3....3...145.4....2..1	3..8..7.9.873...4.6..7.......85..97......8....43..75.....4.3....3...145.4....2..1	failures/top1465-0295.png	-	-	-
296	Unique	Unique	false	52	16	HiddenSingle,LockedCandidatesPointing,NakedQuad,HiddenPair,FinnedXWing	.26.39......6....19.....7.......4..9.5....2....85.....3..2..9..4....762.........4	.26.39......6..3919..4..762.....4..9.5....2....85.....3..24.9..4....762...2.....4	failures/top1465-0296.png	-	-	-
297	Unique	Unique	false	56	8	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad	1....67.........32..921......4..58..87......69...6...........5..4.138.........4.3	1....67........132..921......4..58..87......69..86...........5..4.138.........4.3	failures/top1465-0297.png	-	-	-
298	Unique	Unique	false	53	8	HiddenSingle,LockedCandidatesPointing,NakedQuad	.5..9......12.......6..73.8....2...4...98...53.....91.7.....6...4.8..1..1.8.7....	.5..9...1..12.......6..73.8....2.8.4...98...538....91.7.....68..4.8..1..1.8.7....	failures/top1465-0298.png	-	-	-
299	Unique	Unique	false	61	15	HiddenSingle,LockedCandidatesPointing,NakedTriple,ClaimingBoxLineReduction,NakedQuad,NakedPair,FinnedXWing	1.....6........4.8...3.....9..7...2.....8.5..........7.68.4.....45..9..........3.	1.....6.3......4.8...3.....9..7...2.....8.5..........7.68.4.....45..9..........34	failures/top1465-0299.png	-	-	-
300	Unique	Unique	false	27	48	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle,NakedPair,NakedTriple,ClaimingBoxLineReduction	....1.78.5....9..........4..2..........6....3.74.8.........3..2.8..4..1.6..5.....	2.9.1.78.5487.9...7.18.2.4..26..7..889562..73.74.8....457193862983246517612578..4	failures/top1465-0300.png	-	-	-
301	Unique	Unique	false	61	9	HiddenSingle,LockedCandidatesPointing,HiddenPair,ClaimingBoxLineReduction	....2.7.84.1............9..3..4.1.5..7....2.....6.....6..5......8..9...........3.	....2.7.84.1............9..3.24.1.5..7....2.....6.2...6..5......8..9...........3.	failures/top1465-0301.png	-	-	-
302	Unique	Unique	false	55	7	HiddenSingle,LockedCandidatesPointing,NakedQuad,ClaimingBoxLineReduction,FinnedXWing	........7.2..854..8.5..92.....1.867.....4....7.....3.8..9.1...23......1..6..5....	.....1..7.2..854..8.5..92.....1.867.....4.1..7.....3.8..9.1...23......1..6..5....	failures/top1465-0302.png	-	-	-
303	Unique	Unique	false	52	6	HiddenSingle,FinnedSwordfish	......7.1..4....3..85....6.6..9.1....1...7..5....3.2...2...8.5.8.1.29....6..7....	..6...7.1..4...53..85....6.6.29.1....1.2.7..5....3.21..2...8.5.8.1.29....6..7....	failures/top1465-0303.png	-	-	-
304	Unique	Unique	false	57	9	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedQuad,FinnedXWing	....5..6..752.....9.........1...85...3...7..8.....9.433.....6......1.8.478...5...	....5..6..752.....9.........1...85.6.3...7..8.....9.433.....6......1.8.478...5...	failures/top1465-0304.png	-	-	-
305	Unique	Unique	false	37	36	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,ClaimingBoxLineReduction,XWing	1.......3.6.3..7...7...5..121.7...9...7........8.1..2....8.64....9.2..6....4.....	1...78..3.6.3.17...73..5..12157..89...758213...8.1.527..18.647...912736.7.64...1.	failures/top1465-0305.png	-	-	-
306	Unique	Unique	false	53	14	HiddenSingle,LockedCandidatesPointing,NakedSingle,ClaimingBoxLineReduction,NakedPair,NakedQuad,FinnedXWing	.2.3.......6..8.9.83.5........2...8.7.9..5........6..4.......1...1...4.22..7..8.9	92.3....8..64.8.9.83.5........2...8.7.9..5.....2..6..4..8....1...1...4.22..7..8.9	failures/top1465-0306.png	-	-	-
307	Unique	Unique	false	27	48	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle,NakedPair,NakedTriple,ClaimingBoxLineReduction	.2..........6....3.74.8.........3..2.8..4..1.6..5.........1.78.5....9..........4.	.26..7..889562..73.74.8....457193862983246517612578..42.9.1.78.5487.9...7.18.2.4.	failures/top1465-0307.png	-	-	-
308	Unique	Unique	false	53	18	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedTriple,NakedSingle	...36....85.......9.4..8........68.........17..9..45...1.5...6.4....9..2.....3...	...365...85...127.9.4..8........68.......2.17..9..45...1.5.7.6.4....9..2.9...3...	failures/top1465-0308.png	-	-	-
309	Unique	Unique	false	51	27	HiddenSingle,LockedCandidatesPointing,NakedSingle,ClaimingBoxLineReduction,NakedTriple,NakedQuad	....75....1..2.....4...3...5.....3.2...8...1.......6.....1..48.2........7........	....75....1..28....4..13...5.87.13.24..8...1.1..2..6.8.5.1.24872....7...7........	failures/top1465-0309.png	-	-	-
310	Unique	Unique	false	53	15	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,FinnedXWing	.....3.879....5...6......4..827.......9....643...9.8......7..1....5......43..1..6	.....3.879....5...6....7.4..827.......9..82643...9287.....7..1....5......43..1..6	failures/top1465-0310.png	-	-	-
311	Unique	Unique	false	55	9	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	5.1.94....2.6.59................2.17.3..4..6.......5.........2.....3.8...6.8.93..	5.1.94....2.6.59.......3......3.2417.3..4.26.......5.........2.....3.8...6.8.93..	failures/top1465-0311.png	-	-	-
312	Unique	Unique	false	53	6	HiddenSingle,LockedCandidatesPointing	4......6....94..5.1.9.6...............6..2..5.5231...8.7...8..1......7....8.5.3.6	4.5....6....94..5.1.9.6...............6..2..5.5231...8.7...85.15.....78...8.5.3.6	failures/top1465-0312.png	-	-	-
313	Unique	Unique	true	0	69	LockedCandidatesPointing,NakedPair,NakedTriple,NakedSingle,HiddenSingle,ClaimingBoxLineReduction,NakedQuad	2....1.9..1..3.7..9..8...2.......85..6.4.........7...3.2.3...6....5.....1.9...2.5	283741596615239748974865321397126854861453972452978613528394167736512489149687235	-	-	-	-
314	Unique	Unique	true	0	76	HiddenSingle,LockedCandidatesPointing,NakedQuad,FinnedSwordfish,NakedSingle,NakedTriple	.1.6...8.3.2..........49.....83...........4.7......5..46..........2...9.7...5....	514623789392785146876149352258374961931568427647912538463891275185237694729456813	-	-	-	-
315	Unique	Unique	false	51	12	NakedPair,NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,FinnedXWing	8.2.....4.9......7..5..139..8..17......5.2..1.....8.36..71.....4...7....32...5...	8.2.....419...4..7.45..139..8..17......5.2..1..1..8.36..71.....41..7....32...5...	failures/top1465-0315.png	-	-	-
316	Unique	Unique	false	53	8	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	..79..1....36..7..45........2...3.8....8......4..51.3.....9...25.4....1..8...4..6	.679..1....36..7..45........2.4.3.8....8.9....4..51.3.....9...25.4..6.1..8...4..6	failures/top1465-0316.png	-	-	-
317	Unique	Unique	false	54	7	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,FinnedXWing	....7.8..8.5....97...5......1..9.....2...5.3.7....3...2...6.9.......4..246...87..	....7.8..8.5....97...58.....1..9..7..2.7.5.3.7....3...2...679.......4..246...87..	failures/top1465-0317.png	-	-	-
318	Unique	Unique	false	49	9	HiddenSingle,LockedCandidatesPointing	.1.....8....75.....39...6........8.6.9..2.4..6.1....9.......2....2149.381...3....	.1.....8...67531.9.39...6........8.6.9..2.4..6.1....9.9.3...2...62149.381...3.9..	failures/top1465-0318.png	-	-	-
319	Unique	Unique	false	56	3	HiddenSingle,LockedCandidatesPointing	.6.....7.2...5....7..12.9....2.....8.18...3...7..9..5.4..9.2......6..1......85..3	.6.....7.2...5....7..12.9....2.....8.18...3...7..9..5.4..912......6..1......85..3	failures/top1465-0319.png	-	-	-
320	Unique	Unique	false	56	7	HiddenSingle,LockedCandidatesPointing,NakedPair	.4.3..9...7...5.2.8........6.....352..5....9...4...6.....9....8....42.7..9.16....	.4.3..9...7...5.2.8........6.....352..5....9...4...6.....9...68....42.79.9.16....	failures/top1465-0320.png	-	-	-
321	Unique	Unique	true	0	73	LockedCandidatesPointing,HiddenSingle,ClaimingBoxLineReduction,NakedPair,NakedTriple,NakedSingle	........92...6.5...5.72..4.87....6.11.....9.8.......5..4..........612.....3.5....	467135289238964517951728346875349621124576938396281754742893165589612473613457892	-	-	-	-
